sequence_id,frame_id,ax,ay,az,gx,gy,gz,label
0,0,1.014139833358455,0.017885451032592037,0.05244811619407981,-4.434658613206943,-2.271761974330212,-0.5638596620150491,normal
0,1,0.9822610757876427,-0.056062621115690436,0.05517036013189224,-1.7701013984227894,0.033066657162925985,5.950819705161297,normal
0,2,1.0558476778808203,-0.05992573797747393,0.03556408348926207,1.2365239669253856,1.0221757551691224,0.8018359079241919,normal
0,3,1.026613461897364,-0.11375455932816354,-0.29335781690785967,2.027804592722605,-3.9417242289392505,-4.27007396903752,normal
0,4,0.9512737945580727,-0.11083742563598896,-0.12227489310492226,3.232969102380845,6.819799772938155,0.7368871515253785,normal
0,5,1.0007451901455844,0.17780683334477387,-0.11293641990368995,-1.1456708536364069,-1.3401919787291894,-0.5336061570037031,normal
0,6,0.961224818401029,0.05080579492617973,-0.04876329356406428,-5.3123944677965,-2.4369670512812824,0.13293046914257695,normal
0,7,1.012124863227312,-0.027655819731050576,-0.09252542343322764,1.1837568492858772,-0.6293252768281553,3.3387056368437085,normal
0,8,0.9690327014420769,0.063556233077486,-0.19889123145506737,-2.4080217785622913,0.8737496929663284,0.4582704759262758,normal
0,9,0.9966794498726526,-0.03846287821587744,0.10029376548492944,1.5246072344154993,-4.217412992290194,5.7278674679463855,normal
0,10,1.0328911623938137,0.0462620396147716,-0.1496016658506408,-0.5551932236006378,-0.6132680830497632,4.210262586461312,normal
0,11,0.981566756346902,0.16730508014820986,0.038793872963326925,0.5821557818919588,3.8968386592053212,2.1442411591021204,normal
0,12,0.8724406755293638,-0.11098152665539732,-0.05145882350138312,4.1681462452641735,-2.6295230699103986,-1.2896300262378544,normal
0,13,0.9758275297472769,0.004136583348059994,-0.08843995459881687,-1.4986861170529933,-2.516569931215013,1.2860264500894536,normal
0,14,1.0061651727327716,0.12695208486481688,0.03913554411694946,0.4067028594019326,2.064462007131353,-0.510120576224014,normal
0,15,1.0573159513214085,-0.12499749761911393,0.2683693399265503,-5.8487228134492355,0.9090497101998627,0.9085227629152284,normal
0,16,0.8791100590433448,-0.10621936298329748,0.15019686011997235,-3.565156605202448,-3.974288891602199,-8.53290815625105,normal
0,17,0.9113019456485786,0.0286862387624571,0.01622752576745463,-3.563534673882938,1.5858065786104936,-2.58830348112568,normal
0,18,1.0371825697555006,-0.047595682559556186,0.021173369631449113,0.8164992025710465,1.5711163127422645,3.025822780868264,normal
0,19,0.9548974832730827,0.04414668990712796,-0.07881700436540186,4.332123387914597,1.961561962121524,-5.885468230044152,normal
1,0,1.0067761671250162,0.130439488307638,0.02365309639670002,2.3911921898585082,-1.2387411627811327,-0.004253046844569382,normal
1,1,1.0471959210302315,0.0643622017451186,0.18774136126723417,-0.8268552314382049,-2.6603836228618514,-1.708395262045269,normal
1,2,0.9975625151962034,0.019625614467668046,0.11386464102681933,2.2981205374295275,-3.4179512630379,-0.3604326966622918,normal
1,3,1.0100702551048013,-0.13038474499055994,0.10592959443374404,2.605027042907412,6.163572079145943,2.472433434348985,normal
1,4,0.9245550836899856,-0.0034353439929849295,0.02323895787790344,-0.13800143742880555,3.40840414987374,3.05926563324184,normal
1,5,1.125413302913768,0.06710220028766316,0.11542381066874144,-2.3838804223282257,1.5443496889282018,0.5891652227373052,normal
1,6,0.9695277186991036,-0.17946156730408763,0.042374930244526085,2.2227235413423836,2.1163717184777324,0.31917166648423595,normal
1,7,0.9776060472608118,0.029006367612932044,-0.14720872096093568,0.6800477405757959,2.942136977950526,-6.498710853631892,normal
1,8,0.9808360339702838,0.028058557189012484,0.012729517720458928,0.6547651718604028,-0.5971454601072884,-0.011700825421118832,normal
1,9,1.072585788852893,-0.04329244471168716,-0.11872293962517916,2.109494469609381,0.37003969741274656,0.6103395956926263,normal
1,10,0.9458053105476337,0.06517658644208045,0.06990856689945522,-0.7712680863841408,-1.403695668334206,-2.99547539667351,normal
1,11,1.0090848057622959,0.07659228746016686,0.08151847130787965,4.934942558513356,-6.97782901803749,0.6067091277498413,normal
1,12,1.0866594209744773,0.005914021320818089,0.08150702858065895,0.09845678713440134,-1.3353115764812804,2.4377318855109613,normal
1,13,1.0140801880404346,-0.014110369991188526,0.08089866551733421,2.477612786716759,3.062682898373375,1.0898046965699317,normal
1,14,1.095333218207265,0.057689994818637694,0.1487771414355979,-0.8613209125712328,3.694530335477666,2.5553708234718777,normal
1,15,0.972056233051144,0.06640167973157017,0.0010907986902649073,4.477713045492722,0.4024783486372804,2.384684105275559,normal
1,16,0.8869370974623534,-0.013327371611252553,0.11660066259352445,0.39277354154578414,0.5743271837205087,3.132425022193524,normal
1,17,1.0141152755448,-0.22827443676059428,0.06588296153802768,-2.2967763543459587,1.3876963698314075,-2.2848136140182502,normal
1,18,0.9534909633174429,0.12428320383771636,-0.054869888206567144,-4.054134087974957,3.2516889322149183,1.1949178827513611,normal
1,19,0.9729316116164379,-0.01253208055193509,0.09419930011927091,3.531892798820905,3.596973961636337,-2.5531212093090874,normal
2,0,0.9802916223039386,0.24555106992551556,0.07855235955046613,6.342605419898218,0.7445648843290367,4.411520313161733,normal
2,1,1.060143775202655,0.06766882620017282,0.04380476861170988,-0.7897106606397122,-3.80326166438713,0.4859095721424922,normal
2,2,0.9843027877749554,0.1391972835598568,-0.01668931055521226,-0.6620113754771522,4.641130922238528,-3.7751049086973905,normal
2,3,0.8912654561048144,0.046233829924326696,-0.03492921183529135,-7.858666069105054,1.8325313138085124,-0.8702073576445801,normal
2,4,1.0686531159015757,-0.012846858096500869,-0.014958184038769555,-0.5413265586973582,0.23988575862404887,5.591012624924774,normal
2,5,0.9485816963964678,-0.01403760504898429,0.05938394168985949,1.5677236567880777,1.9260477853229956,-4.60994531505235,normal
2,6,0.9846070726931222,0.08725444232432578,0.011214067715784865,3.1023376536912304,2.9676518260467817,-0.23889294016071008,normal
2,7,0.9971868501535797,0.03734239779087472,-0.08495250373836508,-0.5863783389740017,1.0604758736932676,-4.090552341523898,normal
2,8,0.9536266867952601,-0.07700938117116882,0.15677743449713324,2.198891495514728,-3.9381876335817276,-4.748025764129766,normal
2,9,0.9884752822124117,-0.020296743277154757,-0.05940968624897056,-0.8812706676559348,1.3895796360261348,-3.448136289687687,normal
2,10,0.877359937565217,-0.025040684893963206,-0.012861846803536671,-2.030263812986981,-2.473903279371558,-1.8507274280050445,normal
